t,S
20.0,1.0
20.001,0.9988051539199668
20.002,0.9977399022188663
20.003,0.9966755918299961
20.004,0.9956122215893914
20.005,0.9945497903338623
20.006,0.9934882969009801
20.007,0.9924277401290993
20.008,0.9913681188573447
20.009,0.9903094319255985
20.01,0.9892516781745218
20.011,0.9881948564455415
20.012,0.9871389655808382
20.013,0.9860840044233669
20.014,0.9850299718168443
20.015,0.9839768666057365
20.016000000000002,0.98292468763528
20.017,0.9818734337514687
20.018,0.9808231038010421
20.019000000000002,0.9797736966315053
20.02,0.9787252110911171
20.021,0.9776776460288774
20.022000000000002,0.976631000294548
20.023,0.9755852727386398
20.024,0.9745404622124009
20.025000000000002,0.9734965675678368
20.026,0.9724535876576983
20.027,0.9714115213354689
20.028,0.9703703674553896
20.029,0.9693301248724273
20.03,0.9682907924422998
20.031,0.967252369021463
20.032,0.9662148534670991
20.033,0.9651782446371364
20.034,0.9641425413902376
20.035,0.963107742585787
20.036,0.9620738470839114
20.037,0.9610408537454675
20.038,0.9600087614320298
20.039,0.9589775690059109
20.04,0.9579472753301492
20.041,0.9569178792684968
20.042,0.9558893796854397
20.043,0.9548617754461859
20.044,0.9538350654166524
20.045,0.9528092484634866
20.046,0.9517843234540532
20.047,0.9507602892564224
20.048000000000002,0.9497371447393902
20.049,0.9487148887724659
20.05,0.9476935202258603
20.051000000000002,0.9466730379705056
20.052,0.9456534408780437
20.053,0.9446347278208134
20.054000000000002,0.943616897671871
20.055,0.9425999493049783
20.056,0.94158388159459
20.057000000000002,0.9405686934158745
20.058,0.9395543836447009
20.059,0.9385409511576277
20.06,0.9375283948319262
20.061,0.9365167135455503
20.062,0.9355059061771606
20.063,0.9344959716061118
20.064,0.933486908712441
20.065,0.9324787163768877
20.066,0.9314713934808818
20.067,0.9304649389065314
20.068,0.9294593515366425
20.069,0.9284546302547079
20.07,0.9274507739448941
20.071,0.926447781492062
20.072,0.9254456517817545
20.073,0.9244443837001849
20.074,0.9234439761342562
20.075,0.9224444279715499
20.076,0.9214457381003132
20.077,0.9204479054094794
20.078,0.9194509287886561
20.079,0.9184548071281126
20.080000000000002,0.9174595393188001
20.081,0.9164651242523401
20.082,0.9154715608210118
20.083000000000002,0.9144788479177723
